ecod_score,ecod_labels
16.754000537689972,0
12.746239232424243,0
16.826812081401844,0
21.299978595234737,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
15.835687437291368,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
14.964035373920604,0
13.042748741549252,0
15.433206436443745,0
15.433206436443745,0
17.792818909364147,0
20.596841862537566,0
15.433206436443745,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
23.122718068045046,1
23.122718068045046,1
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
13.093223783717077,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
30.00896680596132,1
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
20.450235909163577,0
14.371464721640601,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
15.938107015361018,0
13.093223783717077,0
23.65287735841174,1
20.70902263915897,0
15.488050043765467,0
17.09522109890645,0
22.380146320885878,1
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
16.754000537689972,0
